work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,2,2,57,130000,19,130000,75,100,70,0
2023,3,2,47,205000,19,205000,75,0,70,1
2023,3,2,89,141288,19,141288,75,0,70,1
2023,3,2,89,94192,19,94192,75,0,70,1
2023,3,2,34,184000,19,184000,75,100,70,1
2023,3,2,34,143000,19,143000,75,100,70,1
2023,3,2,25,55000,19,55000,75,0,70,1
2023,3,2,4,275300,19,275300,75,100,70,1
2023,3,2,4,183500,19,183500,75,100,70,1
2023,2,2,25,75000,19,75000,75,100,70,1
2023,2,2,25,65000,19,65000,75,100,70,1
2023,2,2,66,160000,19,160000,75,0,70,1
2023,2,2,66,147000,19,147000,75,0,70,1
2023,2,2,90,100000,16,75020,68,100,64,0
2023,2,2,47,1400000,12,17022,39,100,38,0
2023,0,2,2,70000,19,70000,39,0,6,0
2023,0,2,1,80000,19,80000,67,50,63,1
2023,2,2,62,1500000,12,18238,39,50,38,0
2023,2,2,69,150000,19,150000,75,0,70,1
2023,1,2,33,210914,19,210914,75,100,70,1
2023,1,2,33,116704,19,116704,75,100,70,1
2023,0,2,89,150000,19,150000,75,0,70,1
2023,0,2,89,100000,19,100000,75,0,70,1
2023,0,2,25,60000,19,60000,75,100,70,1
2023,2,2,4,185700,19,185700,75,0,70,1
2023,2,2,4,165000,19,165000,75,0,70,1
2023,3,2,25,169000,19,169000,75,0,70,1
2023,3,2,25,110600,19,110600,75,0,70,1
2023,3,2,40,193000,19,193000,75,100,70,1
2023,3,2,40,136850,19,136850,75,100,70,1
2023,3,2,69,139500,19,139500,75,0,70,1
2023,3,2,69,109400,19,109400,75,0,70,1
2023,3,2,33,276000,19,276000,75,100,70,1
2023,3,2,33,178500,19,178500,75,100,70,1
2023,2,2,47,55000,7,59020,26,0,25,1
2023,2,2,47,45000,7,48289,26,0,25,1
2023,2,2,33,70000,7,75116,69,100,65,1
2023,2,2,33,45000,7,48289,69,100,65,1
2023,3,2,69,161000,8,195652,29,0,28,1
2023,3,2,69,83300,8,101228,29,0,28,1
2023,3,2,33,112700,8,136956,29,0,28,1
2023,3,2,33,83300,8,101228,29,0,28,1
2022,3,2,14,130000,19,130000,75,100,70,0
2021,2,2,44,150000,19,150000,75,100,70,1
2023,3,2,66,260000,19,260000,11,100,12,1
2023,3,2,66,110000,19,110000,11,100,12,1
2023,3,2,4,170000,19,170000,75,100,70,1
2023,3,2,4,130000,19,130000,75,100,70,1
2023,3,2,69,163800,19,163800,75,0,70,1
2023,3,2,69,126000,19,126000,75,0,70,1
2023,2,2,47,128750,19,128750,75,0,70,1
2023,2,2,47,106250,19,106250,75,0,70,1
2023,1,2,33,167500,19,167500,75,0,70,1
2023,1,2,33,106500,19,106500,75,0,70,1
2023,3,2,31,188500,19,188500,75,100,70,1
2023,3,2,31,117000,19,117000,75,100,70,1
2023,3,2,25,250000,19,250000,75,100,70,1
2023,3,2,25,138000,19,138000,75,100,70,1
2023,2,2,25,130000,19,130000,11,100,12,1
2023,2,2,25,100000,19,100000,11,100,12,1
2023,3,2,52,115000,7,123405,20,0,20,0
2023,3,2,11,160000,19,160000,75,0,70,1
2023,3,2,11,135000,19,135000,75,0,70,1
2023,2,2,45,104500,19,104500,75,0,70,1
2023,2,2,45,70000,19,70000,75,0,70,1
2023,2,2,42,90000,19,90000,75,0,70,1
2023,2,2,42,70000,19,70000,75,0,70,1
2023,2,2,89,185000,19,185000,75,100,70,1
2023,2,2,89,125000,19,125000,75,100,70,1
2023,3,2,25,127000,19,127000,75,100,70,1
2023,3,2,25,94000,19,94000,75,100,70,1
2023,3,2,47,210550,19,210550,75,0,70,1
2023,3,2,47,153300,19,153300,75,0,70,1
2023,2,2,47,200000,19,200000,75,100,70,1
2023,2,2,47,150000,19,150000,75,100,70,1
2023,3,2,25,161500,19,161500,75,100,70,1
2023,3,2,25,119500,19,119500,75,100,70,1
2023,3,2,47,148750,19,148750,75,0,70,1
2023,3,2,30,105000,19,105000,75,0,70,1
2023,3,2,30,85000,19,85000,75,0,70,1
2023,3,2,89,215000,19,215000,75,0,70,1
2023,3,2,89,146300,19,146300,75,0,70,1
2023,0,2,1,200000,7,214618,20,100,20,0
2023,2,2,33,72000,19,72000,54,100,51,1
2023,2,2,33,60000,19,60000,54,100,51,1
2023,3,2,69,153400,19,153400,75,0,70,1
2023,3,2,69,122700,19,122700,75,0,70,1
2023,2,2,33,260000,19,260000,75,0,70,1
2023,2,2,33,175000,19,175000,75,0,70,1
2023,3,2,47,123900,19,123900,75,100,70,1
2023,2,2,89,340000,19,340000,75,100,70,1
2023,2,2,89,150000,19,150000,75,100,70,1
2023,2,2,33,250000,19,250000,75,0,70,1
2023,2,2,47,60000,7,64385,28,50,27,1
2023,3,2,25,185900,19,185900,75,0,70,1
2023,3,2,25,121700,19,121700,75,0,70,1
2023,3,1,90,50000,19,50000,56,50,6,1
2023,0,2,25,100000,19,100000,76,100,70,0
2023,1,2,33,310000,19,310000,75,100,70,1
2023,1,2,33,239000,19,239000,75,100,70,1
2023,3,2,25,125000,19,125000,75,0,70,1
2023,3,2,25,110000,19,110000,75,0,70,1
2023,0,2,25,150000,19,150000,75,0,70,1
2023,0,2,25,100000,19,100000,75,0,70,1
2023,3,2,47,149076,19,149076,75,0,70,1
2023,3,2,47,82365,19,82365,75,0,70,1
2023,2,2,25,80000,8,97218,29,0,28,1
2023,2,2,25,40000,8,48609,29,0,28,1
2023,3,2,25,95000,19,95000,75,0,70,1
2023,3,2,25,85500,19,85500,75,0,70,1
2023,2,2,47,97750,19,97750,75,100,70,1
2023,3,2,47,201000,19,201000,75,0,70,1
2023,3,2,47,122000,19,122000,75,0,70,1
2023,2,2,47,116990,19,116990,75,100,70,1
2023,2,2,47,82920,19,82920,75,100,70,1
2023,2,2,74,200000,19,200000,75,0,70,2
2023,2,2,74,125000,19,125000,75,0,70,2
2023,3,2,69,204500,19,204500,75,0,70,1
2023,3,2,69,142200,19,142200,75,0,70,1
2023,3,2,37,155000,19,155000,75,0,70,1
2023,3,2,37,140000,19,140000,75,0,70,1
2023,2,2,70,205920,19,205920,75,0,70,1
2023,2,2,70,171600,19,171600,75,0,70,1
2023,3,2,33,121500,19,121500,75,100,70,1
2023,3,2,33,78000,19,78000,75,100,70,1
2023,2,2,33,154000,19,154000,75,0,70,1
2023,2,2,33,116000,19,116000,75,0,70,1
2023,3,2,47,136000,19,136000,75,0,70,1
2023,2,2,25,65000,8,78990,29,100,28,1
2023,2,2,25,36050,8,43809,29,100,28,1
2023,3,2,25,180000,19,180000,75,0,70,1
2023,3,2,33,170000,19,170000,75,0,70,1
2023,3,2,33,154000,19,154000,75,0,70,1
2023,3,2,33,116000,19,116000,75,0,70,1
2023,2,2,33,200000,19,200000,75,0,70,1
2023,3,2,47,160000,19,160000,75,100,70,1
2023,2,2,33,105000,8,127599,29,0,28,1
2023,2,2,33,85000,8,103294,29,0,28,1
2023,3,2,33,153600,19,153600,75,0,70,1
2023,3,2,33,106800,19,106800,75,0,70,1
2023,3,2,47,156400,19,156400,75,0,70,1
2023,3,2,4,150000,19,150000,75,0,70,1
2023,3,2,4,120000,19,120000,75,0,70,1
2023,3,2,25,145000,19,145000,75,100,70,1
2023,3,2,47,260000,19,260000,75,0,70,1
2023,0,2,25,30000,19,30000,39,50,38,1
2023,2,2,89,185000,19,185000,75,0,70,1
2023,2,2,89,125000,19,125000,75,0,70,1
2022,0,3,25,34320,19,34320,75,100,70,2
2022,2,2,17,48000,1,9289,10,100,10,1
2023,3,2,58,70000,7,75116,63,100,60,0
2022,1,2,45,106000,19,106000,76,0,62,0
2023,3,2,25,175000,19,175000,75,100,70,1
2023,3,2,25,122000,19,122000,75,100,70,1
2023,3,2,25,93800,19,93800,75,100,70,1
2023,3,2,45,150000,19,150000,54,100,51,1
2023,3,2,45,90000,19,90000,54,100,51,1
2023,0,2,23,220000,19,220000,75,0,70,1
2023,3,2,12,67000,7,71897,20,100,20,1
2023,0,2,1,60000,7,64385,20,0,20,1
2023,3,2,25,1300000,12,15806,39,100,38,2
2023,2,2,69,200000,19,200000,75,0,70,1
2023,2,2,69,175000,19,175000,75,0,70,1
2023,2,2,47,40000,19,40000,28,50,27,0
2023,3,2,42,1000000,17,29453,71,50,67,1
2023,3,2,47,136000,19,136000,75,100,70,1
2023,3,2,47,104000,19,104000,75,100,70,1
2023,3,2,25,152380,19,152380,75,0,70,1
2023,3,2,25,121904,19,121904,75,0,70,1
2023,3,2,31,168400,19,168400,75,0,70,1
2023,3,2,31,105200,19,105200,75,0,70,1
2023,3,2,69,128280,19,128280,75,0,70,1
2023,3,2,69,106900,19,106900,75,0,70,1
2022,3,2,64,192000,19,192000,75,100,70,0
2023,2,2,33,100000,19,100000,75,0,70,1
2023,3,2,88,100000,7,107309,20,100,20,2
2023,3,2,88,80000,7,85847,20,100,20,2
2023,3,2,69,275000,19,275000,20,0,20,1
2023,3,2,69,174000,19,174000,20,0,20,1
2023,3,2,25,170500,19,170500,75,100,70,1
2023,3,2,25,85000,19,85000,75,100,70,1
2023,3,2,37,60027,8,72946,29,0,28,1
2023,3,2,37,44737,8,54365,29,0,28,1
2023,1,2,59,131899,8,160288,29,0,28,1
2023,1,2,59,104891,8,127467,29,0,28,1
2023,3,2,33,80000,19,80000,75,0,70,1
2023,3,2,33,65000,19,65000,75,0,70,1
2023,3,2,33,124740,19,124740,75,0,70,1
2023,3,2,33,65488,19,65488,75,0,70,1
2023,3,2,41,72200,19,72200,75,0,70,1
2023,3,2,41,64980,19,64980,75,0,70,1
2023,3,2,25,179975,19,179975,75,100,70,1
2023,3,2,25,86466,19,86466,75,100,70,1
2023,3,2,33,90000,19,90000,75,0,70,1
2023,2,2,61,42000,8,51039,29,0,28,1
2023,2,2,61,35000,8,42533,29,0,28,1
2023,3,2,45,175000,19,175000,75,0,70,1
2023,3,2,45,120000,19,120000,75,0,70,1
2023,3,2,25,230000,19,230000,75,0,70,1
2023,3,2,37,120000,19,120000,75,0,70,1
2023,3,2,70,205920,19,205920,75,0,70,1
2023,3,2,70,171600,19,171600,75,0,70,1
2023,3,2,33,265000,19,265000,75,0,70,1
2023,2,2,6,130000,19,130000,75,0,70,1
2022,0,2,47,168000,19,168000,75,100,70,1
2023,2,2,3,36000,7,38631,26,50,25,0
2023,3,2,33,167580,19,167580,75,0,70,1
2023,3,2,33,87980,19,87980,75,0,70,1
2023,3,2,33,202000,19,202000,75,100,70,1
2023,3,2,33,135000,19,135000,75,100,70,1
2023,3,2,33,104000,19,104000,75,100,70,1
2023,3,2,33,65000,19,65000,75,100,70,1
2023,3,2,88,230000,19,230000,75,0,70,1
2023,3,2,88,148000,19,148000,75,0,70,1
2023,3,2,69,269000,19,269000,11,100,12,1
2023,3,2,69,158000,19,158000,11,100,12,1
2023,3,2,4,197000,19,197000,75,0,70,1
2023,3,2,4,106000,19,106000,75,0,70,1
2023,2,2,51,150000,19,150000,75,100,70,1
2023,2,2,51,100000,19,100000,75,100,70,1
2023,3,2,33,290000,19,290000,75,100,70,1
2023,3,2,33,210000,19,210000,75,100,70,1
2023,3,2,33,192000,19,192000,75,0,70,1
2023,3,2,33,172800,19,172800,75,0,70,1
2023,3,2,47,300240,19,300240,75,0,70,1
2023,3,2,47,200160,19,200160,75,0,70,1
2023,3,2,4,175000,19,175000,75,0,70,1
2023,3,2,4,140000,19,140000,75,0,70,1
2023,3,2,37,169000,19,169000,75,0,70,1
2023,3,2,37,100000,19,100000,75,0,70,1
2023,3,2,47,370000,19,370000,75,0,70,1
2023,2,2,33,95000,8,115447,29,100,28,0
2023,3,2,25,110000,19,110000,75,100,70,2
2023,3,2,25,80000,19,80000,75,100,70,2
2023,0,2,25,55000,19,55000,75,0,70,1
2023,0,2,25,48000,19,48000,75,0,70,1
2023,3,2,25,85000,19,85000,75,0,70,1
2023,3,2,33,137500,19,137500,75,100,70,1
2023,3,2,33,81500,19,81500,75,100,70,1
2023,3,2,69,323300,19,323300,75,0,70,1
2023,3,2,69,184700,19,184700,75,0,70,1
2021,2,2,3,30000,19,30000,30,0,29,2
2023,3,2,69,186000,19,186000,75,100,70,1
2023,3,2,69,153088,19,153088,75,100,70,1
2023,2,2,34,190000,19,190000,75,100,70,1
2023,2,2,34,160000,19,160000,75,100,70,1
2023,3,2,69,200000,19,200000,75,100,70,1
2023,2,2,34,190000,19,190000,75,0,70,1
2023,2,2,34,183310,19,183310,75,0,70,1
2023,3,2,69,240000,19,240000,75,100,70,1
2023,3,2,69,180000,19,180000,75,100,70,1
2023,3,2,33,144000,19,144000,75,100,70,1
2023,3,2,33,66000,19,66000,75,100,70,1
2023,2,2,69,148500,19,148500,75,0,70,1
2023,2,2,69,126277,19,126277,75,0,70,1
2023,3,2,31,228000,19,228000,75,0,70,1
2023,3,2,31,120000,19,120000,75,0,70,1
2023,3,2,75,180000,19,180000,75,0,70,1
2023,3,2,75,90000,19,90000,75,0,70,1
2023,3,2,47,126500,19,126500,75,0,70,1
2023,3,2,47,78000,19,78000,75,0,70,1
2023,3,2,33,180000,19,180000,75,0,70,1
2023,3,2,75,272000,19,272000,75,0,70,1
2023,3,2,75,170000,19,170000,75,0,70,1
2023,2,2,25,80000,19,80000,75,0,70,1
2023,2,2,25,60000,19,60000,75,0,70,1
2023,3,2,33,259000,19,259000,75,100,70,1
2023,3,2,33,146000,19,146000,75,100,70,1
2023,3,2,47,139500,19,139500,75,0,70,1
2023,2,2,33,140000,19,140000,75,100,70,1
2023,2,2,33,120000,19,120000,75,100,70,1
2023,2,2,25,90000,8,109371,34,0,33,1
2023,2,2,25,60000,8,72914,34,0,33,1
2023,0,3,25,78000,15,17779,61,100,38,0
2023,0,2,47,101400,1,19522,10,100,10,0
2023,3,2,44,247500,19,247500,75,0,70,1
2023,3,2,44,172200,19,172200,75,0,70,1
2023,3,2,70,100000,7,107309,28,100,27,1
2023,3,2,70,70000,7,75116,28,100,27,1
2023,3,2,69,288000,19,288000,75,100,70,1
2023,3,2,69,140000,19,140000,75,100,70,1
2023,2,2,44,60000,8,72914,29,0,28,1
2023,2,2,44,50000,8,60761,29,0,28,1
2023,3,2,47,215050,19,215050,75,100,70,1
2023,3,2,47,156400,19,156400,75,100,70,1
2023,3,2,31,198000,19,198000,75,100,70,1
2023,3,2,31,114000,19,114000,75,100,70,1
2023,3,2,47,209300,19,209300,75,100,70,1
2023,3,2,47,182200,19,182200,75,100,70,1
2022,0,2,47,85000,19,85000,75,0,70,1
2023,2,2,69,40000,8,48609,29,100,28,1
2023,0,2,88,120000,19,120000,29,100,28,1
2023,0,2,88,60000,19,60000,29,100,28,1
2023,3,2,69,147100,19,147100,75,0,70,1
2023,3,2,69,90700,19,90700,75,0,70,1
2023,3,2,25,227000,19,227000,75,0,70,1
2023,3,2,25,108000,19,108000,75,0,70,1
2023,3,2,31,160000,19,160000,75,100,70,1
2023,3,2,25,52000,7,55800,26,100,25,1
2023,3,2,25,48000,7,51508,26,100,25,1
2023,0,2,25,60000,19,60000,75,100,70,0
2023,0,2,25,50000,19,50000,46,50,70,0
2023,3,2,33,226700,19,226700,75,0,70,1
2023,3,2,33,133300,19,133300,75,0,70,1
2023,3,2,15,124999,8,151902,29,100,28,0
2023,0,2,47,800000,12,9727,39,0,38,0
2023,3,2,25,52500,19,52500,75,0,70,1
2023,3,2,33,250000,19,250000,75,100,70,1
2023,3,2,33,162500,19,162500,75,100,70,1
2023,2,2,25,165000,19,165000,75,0,70,1
2023,2,2,25,124000,19,124000,75,0,70,1
2023,3,2,33,63000,19,63000,75,100,70,1
2023,3,2,89,253750,19,253750,26,0,25,1
2023,3,2,89,169200,19,169200,26,0,25,1
2023,2,2,47,170000,19,170000,75,0,70,1
2023,2,2,47,120000,19,120000,75,0,70,1
2023,3,2,33,213580,19,213580,75,100,70,1
2023,3,2,33,163625,19,163625,75,100,70,1
2023,0,2,33,12000,19,12000,77,0,71,0
2022,3,2,75,375000,19,375000,75,100,70,1
2023,3,2,33,95000,7,101943,37,100,36,1
2023,2,2,86,1350000,12,16414,39,100,38,0
2023,3,2,69,220000,19,220000,75,0,70,1
2023,1,2,33,210000,19,210000,75,0,70,1
2023,3,2,45,231250,19,231250,75,100,70,1
2023,3,2,45,138750,19,138750,75,100,70,1
2023,3,2,69,284310,19,284310,75,0,70,1
2023,3,2,69,153090,19,153090,75,0,70,1
2023,2,2,25,125000,19,125000,75,0,70,1
2023,2,2,25,105000,19,105000,75,0,70,1
2023,2,2,25,90000,8,109371,29,0,28,1
2023,2,2,25,70000,8,85066,29,0,28,1
2023,0,2,25,100000,19,100000,75,50,70,1
2023,3,2,44,225900,19,225900,75,0,70,1
2023,3,2,44,156400,19,156400,75,0,70,1
2023,3,2,25,385000,19,385000,75,0,70,1
2023,3,2,25,60000,19,60000,75,0,70,1
2023,2,2,25,95000,19,95000,75,100,70,1
2023,3,2,47,135000,19,135000,75,100,70,1
2023,3,2,25,93919,19,93919,75,100,70,1
2023,3,2,25,51962,19,51962,75,100,70,1
2023,3,2,33,241871,19,241871,75,0,70,1
2023,3,2,33,133832,19,133832,75,0,70,1
2023,3,2,47,90000,19,90000,75,100,70,1
2023,3,2,25,192500,19,192500,75,100,70,1
2023,2,2,69,36000,19,36000,54,100,51,2
2023,3,2,89,370000,19,370000,75,0,70,1
2023,3,2,47,235000,19,235000,75,100,70,1
2023,2,2,69,100000,8,121523,29,0,28,1
2023,2,2,69,80000,8,97218,29,0,28,1
2023,3,2,47,216100,19,216100,75,0,70,1
2023,3,2,47,140800,19,140800,75,0,70,1
2023,2,2,69,120000,8,145828,29,0,28,1
2023,3,2,24,50000,7,53654,57,100,12,0
2023,0,2,47,110000,19,110000,75,50,70,2
2023,2,2,33,55000,8,66837,29,100,28,1
2023,2,2,33,52000,8,63192,29,100,28,1
2023,2,2,25,50000,8,60761,29,0,28,1
2023,1,2,33,284000,19,284000,75,100,70,1
2023,1,2,33,236000,19,236000,75,100,70,1
2023,3,2,89,248100,19,248100,11,0,12,1
2023,3,2,89,145900,19,145900,11,0,12,1
2023,3,2,88,155850,19,155850,75,0,70,1
2023,3,2,88,102544,19,102544,75,0,70,1
2023,2,2,47,151410,19,151410,75,100,70,1
2023,2,2,47,115360,19,115360,75,100,70,1
2023,2,2,33,62000,7,66531,26,100,25,1
2023,2,2,33,55000,7,59020,26,100,25,1
2023,3,2,53,170000,2,125686,11,50,12,1
2023,3,2,10,100000,19,100000,57,50,54,0
2023,0,2,47,1050000,12,12767,39,50,38,0
2023,3,2,47,185000,19,185000,29,0,28,1
2023,3,2,47,120250,19,120250,29,0,28,1
2023,0,2,33,25000,7,26827,20,100,20,0
2022,0,2,47,180000,19,180000,75,100,70,1
2023,2,2,89,85000,19,85000,75,0,70,1
2023,2,2,89,70000,19,70000,75,0,70,1
2023,3,2,14,135000,19,135000,75,100,70,1
2023,3,2,14,100000,19,100000,75,100,70,1
2023,1,2,29,155000,19,155000,75,0,70,1
2023,1,2,29,140000,19,140000,75,0,70,1
2023,3,2,47,225000,19,225000,75,100,70,1
2023,3,2,66,220000,19,220000,75,0,70,1
2023,3,2,66,150000,19,150000,75,0,70,1
2023,3,2,29,204500,19,204500,75,0,70,1
2023,3,2,29,138900,19,138900,75,0,70,1
2023,3,2,33,107000,19,107000,75,100,70,1
2022,2,2,89,23000,19,23000,39,100,38,0
2023,2,2,69,110000,19,110000,75,100,70,0
2023,3,2,33,265000,19,265000,75,100,70,1
2023,3,2,33,182750,19,182750,75,100,70,1
2023,3,2,33,137500,19,137500,75,0,70,1
2023,1,2,59,314100,19,314100,75,0,70,1
2023,1,2,59,195800,19,195800,75,0,70,1
2023,3,2,8,205000,19,205000,75,0,70,1
2023,3,2,8,180000,19,180000,75,0,70,1
2023,3,2,47,165000,19,165000,75,100,70,1
2023,3,2,47,144000,19,144000,75,100,70,1
2023,0,2,14,160000,19,160000,75,0,70,1
2023,0,2,14,100000,19,100000,75,0,70,1
2023,1,2,33,200000,19,200000,75,0,70,1
2023,2,2,25,150000,19,150000,75,0,70,1
2023,3,2,37,199000,19,199000,75,0,70,1
2023,3,2,37,112000,19,112000,75,0,70,1
2023,0,2,16,130000,19,130000,67,100,63,2
2023,0,2,33,160000,19,160000,75,0,70,1
2023,0,2,33,135000,19,135000,75,0,70,1
2023,3,2,47,183000,19,183000,75,0,70,1
2023,3,2,47,134000,19,134000,75,0,70,1
2023,3,2,8,350000,19,350000,75,0,70,0
2023,3,2,8,262500,19,262500,75,0,70,0
2023,3,2,25,122000,19,122000,75,0,70,1
2023,3,2,25,94000,19,94000,75,0,70,1
2023,3,2,69,276000,19,276000,75,0,70,1
2023,3,2,69,184000,19,184000,75,0,70,1
2023,2,2,69,180000,19,180000,75,100,70,1
2023,2,2,69,150000,19,150000,75,100,70,1
2023,3,2,47,209450,19,209450,75,100,70,1
2023,3,2,47,158677,19,158677,75,100,70,1
2023,2,2,25,103200,19,103200,75,0,70,1
2023,2,2,25,61200,19,61200,75,0,70,1
2022,2,2,47,155000,19,155000,75,100,70,0
2021,0,2,78,90000,16,66970,68,50,64,0
2023,3,2,47,59000,7,63312,18,50,23,0
2023,3,2,47,240000,19,240000,75,100,70,1
2023,3,2,47,139000,19,139000,75,100,70,1
2023,3,2,31,174500,19,174500,75,0,70,1
2023,3,2,31,113000,19,113000,75,0,70,1
2023,3,2,25,87000,19,87000,75,100,70,1
2023,3,2,25,160000,19,160000,75,100,70,1
2023,3,2,25,108000,19,108000,75,100,70,1
2023,3,2,33,107250,19,107250,75,100,70,1
2023,3,2,33,300000,19,300000,75,0,70,1
2023,3,2,33,119000,19,119000,75,0,70,1
2023,3,2,47,285800,19,285800,75,100,70,1
2023,3,2,47,154600,19,154600,75,100,70,1
2023,2,2,59,5000000,12,60795,39,50,38,0
2023,0,2,25,30000,19,30000,2,100,70,2
2023,2,2,45,220000,19,220000,75,0,70,1
2023,2,2,45,195000,19,195000,75,0,70,1
2023,3,2,37,168400,19,168400,75,0,70,1
2023,3,2,4,200000,19,200000,75,100,70,1
2023,3,2,4,175000,19,175000,75,100,70,1
2023,3,2,4,231250,19,231250,75,100,70,1
2023,3,2,4,138750,19,138750,75,100,70,1
2023,3,2,33,153000,19,153000,11,100,12,1
2023,3,2,33,94000,19,94000,11,100,12,1
2023,3,2,33,90000,19,90000,75,100,70,1
2023,0,2,47,124234,19,124234,75,0,70,1
2023,0,2,47,74540,19,74540,75,0,70,1
2023,2,2,25,109000,19,109000,75,0,70,1
2023,2,2,25,79000,19,79000,75,0,70,1
2022,3,2,69,80000,7,84053,28,50,27,0
2023,2,2,69,50000,19,50000,1,0,2,2
2023,3,2,25,125600,19,125600,75,100,70,1
2023,3,2,25,141290,19,141290,75,0,70,1
2023,3,2,25,74178,19,74178,75,0,70,1
2023,3,2,33,85000,19,85000,75,100,70,1
2023,3,2,33,220000,19,220000,75,0,70,1
2023,3,2,33,205600,19,205600,75,100,70,1
2023,3,2,33,107500,19,107500,75,100,70,1
2023,0,2,47,1060000,12,12888,39,50,38,2
2023,2,2,25,52500,19,52500,75,0,70,1
2023,3,2,47,84000,19,84000,75,100,70,1
2023,3,2,11,125000,19,125000,75,0,70,1
2023,3,2,11,110000,19,110000,75,0,70,1
2023,3,2,66,200000,19,200000,75,0,70,1
2023,3,2,66,135000,19,135000,75,0,70,1
2022,0,2,17,48000,19,48000,75,50,70,0
2023,0,2,1,120000,19,120000,6,50,7,2
2023,3,2,33,170000,19,170000,75,100,70,1
2023,2,2,33,150000,19,150000,75,0,70,1
2023,3,2,23,200000,19,200000,75,100,70,2
2023,2,2,5,80000,19,80000,45,100,43,2
2023,0,2,17,12000,7,12877,31,50,30,0
2022,0,2,1,6000,7,6304,52,0,49,2
2023,2,2,28,1440000,12,17509,39,50,64,1
2023,3,2,47,257000,19,257000,75,0,70,1
2023,3,2,47,72000,7,77262,49,0,46,1
2023,3,2,47,36000,7,38631,49,0,46,1
2023,3,2,14,140000,19,140000,75,100,70,1
2023,3,2,14,110000,19,110000,75,100,70,1
2023,3,2,89,151800,19,151800,75,0,70,1
2023,2,2,47,50000,7,53654,64,50,61,0
2023,3,2,25,48000,7,51508,26,0,25,1
2023,3,2,25,38000,7,40777,26,0,25,1
2023,2,2,33,95000,19,95000,75,100,70,1
2023,3,2,47,130000,19,130000,75,100,70,1
2023,2,2,25,120000,19,120000,75,100,70,1
2023,2,2,25,100000,19,100000,75,100,70,1
2023,2,2,47,183310,19,183310,75,0,70,1
2023,3,2,25,102500,19,102500,75,100,70,1
2023,3,2,47,185000,19,185000,75,0,70,1
2023,3,2,42,122000,19,122000,75,0,70,1
2023,3,2,42,94000,19,94000,75,0,70,1
2023,3,2,47,220000,19,220000,75,0,70,1
2023,3,2,47,146000,19,146000,75,0,70,1
2023,2,2,47,840000,17,24740,71,50,67,0
2022,2,2,23,1250000,12,15897,39,100,38,1
2023,3,2,42,145000,19,145000,75,0,70,1
2023,3,2,42,128000,19,128000,75,0,70,1
2023,3,2,47,182000,19,182000,75,0,70,1
2023,3,2,33,122000,19,122000,75,0,70,1
2023,3,2,33,94000,19,94000,75,0,70,1
2023,3,2,69,72000,7,77262,49,0,46,1
2023,3,2,69,36000,7,38631,49,0,46,1
2023,1,2,47,300000,19,300000,75,0,70,1
2023,2,2,25,135000,19,135000,75,0,70,1
2023,2,2,25,105500,19,105500,75,0,70,1
2022,2,2,47,110000,19,110000,75,100,70,0
2023,3,2,47,168000,19,168000,75,100,70,1
2023,2,2,25,65000,8,78990,29,0,28,1
2023,2,2,25,36050,8,43809,29,0,28,1
2023,3,2,47,153400,19,153400,75,0,70,1
2023,3,2,47,122700,19,122700,75,0,70,1
2023,3,2,47,205000,19,205000,75,100,70,1
2023,2,2,69,145000,19,145000,75,0,70,1
2023,2,2,69,87000,19,87000,75,0,70,1
2023,0,2,47,50000,19,50000,39,100,70,1
2023,3,2,66,234100,19,234100,75,100,70,1
2023,3,2,66,203500,19,203500,75,100,70,1
2023,3,2,47,223800,19,223800,75,0,70,1
2023,3,2,47,172100,19,172100,75,0,70,1
2023,3,2,33,232200,19,232200,75,100,70,1
2023,3,2,33,167200,19,167200,75,100,70,1
2023,3,2,14,197000,19,197000,75,0,70,1
2023,3,2,14,106000,19,106000,75,0,70,1
2023,3,2,89,180000,19,180000,75,0,70,1
2023,3,2,89,145000,19,145000,75,0,70,1
2023,3,2,35,225000,19,225000,75,0,70,1
2023,3,2,35,200000,19,200000,75,0,70,1
2023,3,2,33,114000,19,114000,75,100,70,1
2023,3,2,33,291500,19,291500,75,0,70,1
2023,1,2,33,196200,19,196200,75,0,70,1
2023,1,2,33,150900,19,150900,75,0,70,1
2023,3,2,47,168400,19,168400,75,0,70,1
2023,3,2,47,105200,19,105200,75,0,70,1
2023,2,2,33,95000,19,95000,26,100,25,1
2023,2,2,33,80000,19,80000,26,100,25,1
2023,2,2,25,116000,19,116000,75,0,70,1
2023,2,2,25,72000,19,72000,75,0,70,1
2023,3,2,4,207000,19,207000,75,0,70,1
2023,3,2,4,167000,19,167000,75,0,70,1
2023,3,2,69,145000,19,145000,75,0,70,1
2023,3,2,69,135000,19,135000,75,0,70,1
2023,2,2,33,105000,19,105000,75,0,70,1
2023,2,2,33,70000,19,70000,75,0,70,1
2023,3,2,33,133800,19,133800,75,100,70,1
2023,3,2,33,96100,19,96100,75,100,70,1
2023,2,2,25,120000,19,120000,75,0,70,1
2023,3,2,43,140000,19,140000,75,0,70,1
2023,3,2,43,100000,19,100000,75,0,70,1
2023,3,2,89,120000,19,120000,75,0,70,1
2023,3,2,21,140000,19,140000,75,100,70,1
2023,3,2,21,115000,19,115000,75,100,70,1
2023,3,2,45,297300,19,297300,75,100,70,1
2023,3,2,45,198200,19,198200,75,100,70,1
